message_id,content,positive_RA1,category_RA1,positive_RA2,category_RA2,AGREED,CAT_AGREED,positive_db,positive_sm,category_db,category_sm,vote_resolved,category_resolved,final_vote,final_category,final_category_standardized
v-tzIyPPrTMluH2c4mVxN+Yam6qF-XQj3+pZcVZOb90N,"Hi Curtis, thank you for your pitch. While Perksouq seems interesting, it does not align with our current investment focus.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
k1pVSO=qKxB8DkF9ZxTWrC22PR8XbjLabAh72aoLf5S=,"Hello, I'm interested in investing in your business. Can you please send me your full pitch deck, including technical specifications and financial projections?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
UCBmkqyAneph-75aOq1qrGM55a2jEf+S8s2WeYe1Kbm,Not interested.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
y=idGRD-QriMFBHmEPWsDjKzg0Lt3PoZOhORTp-FpIm3,"Your startup seems like a good opportunity, but we are currently prioritizing investments in other sectors.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
sXCIhbseQoUxSUukWGF4Tk6AC5QnyMx5iW5rNLCrthz-,Thanks Curtis. Could you provide a demo of your platform so I can better understand how it works and the benefits it provides?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
jW7K6Ur8Bg=sb7HMA9=iLZQGsPtiykJLEHLWEjJO4+B+,STOP,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
26uPU6A6y2PzwWZwnlOASdZTDuAfIKkF2+d3dutB4nMf,"Hello Curtis, Thank you for reaching out to us about PerkSouq. We welcome the opportunity to learn more and therefore kindly ask that you submit relevant information through this form [URL] (it should not take more than 5-10 minutes to complete). With more information, we will be better able to determine if there is a strategic fit between us and your company in order to be respectful of your time.",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
pCFeXbRtEW5WWXcdTmXlyQudiyKPiNI4Iesc-o=eXPrZ,We're looking for startups with a proven business model.,0,stage,0,stage,1,1,,,,,,,0,stage,stage
m9sBhxAtFW2lmAoxQBcTeqRbcqRH8eBAARrN8=AGsbdi,"Curtis, Thanks for reaching out! We are not actively investing in startups (although we will launch our inaugural fund in Q4) but we do offer a  fundraising advisory service that has helped a dozen startups  collectively raise over $30m in 2022. That service starts at $3k/mo for advisory support and goes up for more of a 'do it for you' approach. If  that's of interest, grab a time to chat here: [URL]. Until then, best of luck and keep hustling",0,stage,0,no investments,1,0,,,,,,no investments,0,no investments,no investments
2Vt1T1jKnWyhX1UCjLAVpgwPjPDCPZQpykTRDq3WH=bb,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
HF29xxcM6b-=tvUCUSDwZs+X9iXy1w+1YJfIEL=DDh9X,Thanks for reaching out. We are potentially interested. If our approach (see here) sounds like a fit please fill out this form [URL],1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
DJxjNMo645NkOWN8RQX5dSScHPWg=gsex0ZM0NjmUtvn,"Hey - thank you for reaching out to me. Before we go to the details, could you provide more information on the legal structure of the deal? Are you open to equity investments, or are you looking for debt financing?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
aOSSFdnHK2HdXM78lWgnFB25+bA-3kyV2pV8bqe59U+y,"Hi Curtis, Please see [NAME] availability for next week at the moment: Monday 12:00 PM - 3:00 PM CT* | Friday 1:00  PM - 3:00  PM CT. Have a good one!",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
VKFIbv4iWYDMI=ZAx-l+-RUrDKQVXAb4qBU9m=1Zr6hY,"We appreciate the efforts that went into your pitch, but unfortunately it does not fit within our current geographic focus.",0,geography,0,geography,1,1,,,,,,,0,geography,geography
iRMckJV=P3Vjr-I0mgp1jpy5S12==Qhb8DsEH2pxG0ry,"I appreciate you sending the pitch deck and exposing me to your business plan. Sadly, I don't invest in this sector and can't commit to investing at this time.",0,no specific reason,0,industry,1,0,,,,,,industry,0,industry,industry
3xTABfshlu9GrDBTu3bjedH=23ApXsg6H4Sfvkmz4OJI,Not feeling it.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
AUL0-IPzKSHwJMkosMskNtBePRecYJhNgzRdsgOmeSge,"Curtis, Unfortunately, we are not going to pursue discussions for an investment.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
NXsVRY8KKV4jd2UicqKMicxhc5hy-0ZkNQE5l9VDSydC,"We appreciate your effort in sending us your pitch deck. However, we typically do not invest in startups that are still in the pre-seed stage. We prefer to invest in companies that have already raised some initial seed funding or achieved some level of market validation.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
F2ojQJ1o5XZW6oYn5Sr0iVyppeUa3SKtLHQES4jbY==8,"Thank you for sharing your pitch deck with us. However, we typically do not invest in startups at such an early stage of development, as we believe that the risks associated with these investments outweigh the potential benefits.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
vOczqtYYmHe5bfpme74QnN9AtUFxzkyC4gDell-bLmqE,"Unfortunately, I am not interested. Please remove me from your mailing list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
pcsJQ0T5Gl19gijDO=0aE3fP0t0tPmVdJPnd1=mC5s2Y,Not a match.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Rb6Hqyr5odWMi=79qXxdrh4oChQwIC2dMcKbeay1FW0P,"Hi, I think your product has potential, but I need more information to make a decision. Can you please send me your full pitch deck, including technical details and financial projections?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
sfjFNnuw6rfQItvGiRug1cmHWuhxEmix+m2Rf3v2Fpru,"Unfortunately, I am not interested. Please remove me from your mailing list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
lK4TM2sZ+nARJvBKXuqEb+NrUJVdGc8k+qCcy2Km93Aj,"Thank you for getting in touch and sending your pitch deck. However, I'm unable to invest in this sector and so cannot move forward.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
u91wK1BzHbH9rXkNTwlQVRISsFCnY=gy4hldc-f3cXTQ,"Hi Curtis, Thanks for reaching out to us. We're a venture capital firm that focuses on early-stage investments in the healthcare industry. After reviewing your deck, we think there could be a fit with our investment thesis. Would you be available for a call next week to discuss further?",0,industry,1,meeting,0,0,1,1,meeting,meeting,1,meeting,1,meeting,meeting
w-fCVRw1V8VgdimreKXh=0swl6jdy-GcaxyxKqEL21Ky,"Curtis, Good to hear from you and you are clearly off to an impressive start.Nothing for us, but if you would like referrals to other VCs please use this form [URL]",1,referral,1,referral,1,1,,,,,,,1,referral,referral
TEm5i-cdjmQBkwWfG3rSUeA4H8ZBf5gURI3DaH-gQCPB,Thank you but I am not interested.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
NxhKATj37odsKj+DnBBdnZYnQQAReXYWKj0BRgsDze6e,Send me your financial plan please,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
5lDt7AtnK-jSf=XkCZqr4MPrw1K8AsCX84HkpGcq2znC,"Thanks for sharing, but I'm not interested. Please unsubscribe me from your list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
wBHUWCXg38wv0P8MsvrzIebNFf8dyNROPZ+LPdzTJWet,Unsubscribe,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
SY2PVVdSX-J0KpFsUvISl1y9aBhdF+6l1I9eK=1Gh-=3,"We appreciate your pitch, but we're looking for companies that have already established some level of market traction.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
Ntg4NKbWQ=CjMH=jHuf1GA623kYk3G1qVE7yX9IL-Nfe,"Thanks for reaching out, but we're not able to invest in your industry due to the current macroeconomic environment.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
gtzXuznSIW7rO5esHAxLrx05k1GBCj60gY5Wmh6dhT4E,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
11=5-CgWMqjDDVNRFwgrF4M8DP1Zk7bdOJkwFJOzmghc,Thank but I'm not interested.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Dp-PcFpbCRpOykVKcW4jo3JykfK=jBxG7RHLTejr2Eda,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
PbRkXYFFy5Yci8ovtIsGZlsJrHuyrCrv-ev=mWNY0fwS,"Curtis, I recently stepped back from making new investments at [FIRM], although I continue to support my existing portfolio. If you are seeking an investment from the firm, you should reach out to one of the other partners.",1,referral,0,no investments,0,0,0,0,no investments,no investments,0,no investments,0,no investments,no investments
E2uLvd4L8GYZQHWHCU-DmMegt1J7jubS5Re+vtBQctmH,"Hi Curtis: Thank you for reaching out.  PerkSouq does sound like an interesting company. Unfortunately, this is not an active area of focus for us at this point so e would not have any current expertise here.  As a result, we would not be the right partners for you.  Being a small firm, we have to focus and this means that we miss out on several interesting opportunities. We wish you the best as you proceed on your entrepreneurial journey. Best wishes.",0,industry,0,no specific reason,1,0,,,,,,industry,0,industry,industry
4zuluJto0UCXJKQRt4hEx4nRYpNrWJMaH4KMwJ62Q+Ba,"Hi Curtis, thanks for sending over your pitch deck. I'm very interested in learning more about your platform and would love to set up a call to discuss it further. Do you have some availability in the coming days to chat?",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
BLIOsCvqWYuH1tnOfX1cjrqyh3CLGxkWdmrF8BbfxgDH,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
unvS2knzG2XIoIhSFB8zf0KOlxcAQBpUmJE=T41J9YBq,"Unfortunately, I'm not interested. Kindly unsubscribe me from your mailing list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
LvTW0p8j1M6tmBY0xPznq2cypSGBVDL9xpkpW4n5ERqN,"Hello Curtis. Thanks a lot for reaching out, but at the moment we are focusing only on the current portfolio.",0,no investments,0,no investments,1,1,,,,,,,0,no investments,no investments
7ak3lF34AkOAnD0MS2KMD4gVFMSOK4TMb9p+h-T=mjJp,"Thank you for sending me your pitch deck. While I'm not able to invest at this time, I'm impressed by what you've accomplished so far and would like to keep in touch about your progress.",0,no specific reason,1,updates,0,0,1,1,updates,updates,1,updates,1,updates,updates
VeN9lYOunSnR3R7dXTN37FPDn4y6XLVqsEqAA-ehrgxi,Will look.,1,other,0,no specific reason,0,0,0,0,no specific reason,no specific reason,0,no specific reason,0,no specific reason,no specific reason
fmr6I-crk5-LOIqsRz8c7+YE=v-qGJd1E6YlI6nJmZaI,"Hi Curtis-Thanks for reaching out.  Perksouq sounds interesting, but unfortunately it is not a fit for [FIRM].",0,industry,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
VLB3h72io6UDw6RERW1Kv9v1v7pU+Rx+bXYtrgz5BaAn,Let me start with a simple question: what do you expect from an investor?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
VPcuHHSKqGdJdjV3BxmoYlUsNsmRO1fkWjmBbE-RXV4k,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
gPuGRbXPNhhOqad7iGeDMjRwsJK7LxplK4yeRvrFpCi9,"Dear founder, thank you for sharing your pitch with us. While we see potential in your startup idea, we do not believe it aligns with our current investment thesis.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
wtNoj-wWRlC77F+SxryT-7-59R-A=Kk+bPEtBOCclm+e,unsubscribe,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
aRUWVnLjVlto=2LpmZ3Eu-rzmwa5tOZqT3xZf2+GW4SY,"Thanks for sharing but not an area I am involved in. Good luck with everything,",0,no specific reason,0,industry,1,0,,,,,,industry,0,industry,industry
FcZAvsw3VAG-HskfRWUAnBFUKz+GQZtv8I9dump5PmzL,"Sorry, no.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
CbuUbgH14R-RMrfXxJf8LTdSohna-HcEycs2bCM5J76b,"Hi Curtis, Thanks for the message. I am afraid that we do not invest in seed investment rounds so we will pass for the time being but wish you all the best in yo ur adventure - it sounds like a great business! Many thanks,",0,stage,0,stage,1,1,,,,,,,0,stage,stage
ie8sRUTJhj=0bOZXsfLtgIyTs69X3U6QXbhu6fOavtvn,"Unfortunately, your startup does not meet our investment criteria. We wish you the best of luck in your future endeavors.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
GcosKY3NcxpXR=oSMJLnq4KTVwNhM1bCeqo8TKXCX6Ss,"Hi Curtis, thank you for your interest in our firm. Unfortunately, we do not believe that Perksouq is a good fit for our investment portfolio.",0,portfolio conflict,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
A2bMVaSWfu-WVjigcTyqGeM1XRMhLLKGeSGFRYnj7fZS,"Hi Curtis, Please remove me from your distribution list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
6s+B4S3t-1cWI=YNsIzpel6rETfOYDRCvUUzvaxFiIhx,Please dont contact me again,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
XNc=tO4ye9fsVGT24GpUlXdKSqYVVO1OuO2LC8Ip97LF,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
f8gH-QCotJveibW8CYQ0DFXYroDXF8-U74ZbHDt1UANH,"Hi Curtis, We wish you the best of luck but we arent venture capitalists so dont make investments directly into startups.",0,not investor,0,no investments,1,0,,,,,,no investments,0,no investments,no investments
VlDNUm0zRrttVGRxMvqIC9NjC4EXui90sqBvTWZo8esg,"Curtis, we appreciate your effort in creating Perksouq. However, we do not see it as a fit for our current investment focus.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
HLJpZf4riYS0dKKx5lbOMfNRIuG5AriIQrVDto+SkDhn,"Thank you for sharing your pitch deck with us. Unfortunately, we do not typically invest in startups at such an early stage of development. We prefer to invest in companies that have already achieved certain milestones such as product development, customer acquisition, or revenue generation.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
Zl-tkc0cO25kGsuZwYhhyvErPzkXIoJ+P+WmsZ3gQaiw,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
y2dWSRGLffLc0gYIbzMgvorKdtSVmBUHDItU3TPI3m0m,"Hi Curtis, I am not a potential investor. Would you like my help in raising funds?",1,more info/clarification,0,no investments,0,0,0,0,no investments,no investments,0,no investments,0,no investments,no investments
